Date,Diesel,GPR Index,Inflation Rate
09-11-2023,2.78,201.48,2.23
10-11-2023,2.814,180.98,2.22
11-11-2023,2.814,161.46,2.263333333
12-11-2023,2.814,128.39,2.306666667
13-11-2023,2.916,131.05,2.35
14-11-2023,2.904,148.23,2.35
15-11-2023,2.92,130.6,2.38
16-11-2023,2.819,170.86,2.39
17-11-2023,2.829,149.48,2.36
18-11-2023,2.829,111.66,2.363333333
19-11-2023,2.829,101.56,2.366666667
20-11-2023,2.912,204.9,2.37
21-11-2023,2.947,96.48,2.38
22-11-2023,2.899,191.44,2.37
23-11-2023,2.899,175.45,2.37
24-11-2023,2.883,152.79,2.37
25-11-2023,2.883,125.11,2.366666667
26-11-2023,2.883,87.87,2.363333333
27-11-2023,2.883,166.35,2.36
28-11-2023,2.907,184.38,2.37
29-11-2023,2.938,88.78,2.38
30-11-2023,2.897,178.9,2.41
01-12-2023,2.723,94.81,2.36
02-12-2023,2.723,122.12,2.353333333
03-12-2023,2.723,110.7,2.346666667
04-12-2023,2.783,194.86,2.34
05-12-2023,2.704,89.69,2.33
06-12-2023,2.615,131.24,2.36
07-12-2023,2.603,194.16,2.36
08-12-2023,2.624,153.52,2.32
09-12-2023,2.624,106.34,2.32
10-12-2023,2.624,124.12,2.32
11-12-2023,2.642,153.77,2.32
12-12-2023,2.502,167.42,2.33
13-12-2023,2.546,192.79,2.32
14-12-2023,2.584,148.68,2.34
15-12-2023,2.609,169.26,2.35
16-12-2023,2.609,104.33,2.35
17-12-2023,2.609,90.89,2.35
18-12-2023,2.66,144.02,2.35
19-12-2023,2.718,187.76,2.32
20-12-2023,2.679,143.77,2.33
21-12-2023,2.686,114.02,2.3
22-12-2023,2.623,89.37,2.29
23-12-2023,2.623,150.3,2.2825
24-12-2023,2.623,52.92,2.275
25-12-2023,2.623,136.4,2.2675
26-12-2023,2.628,139.57,2.26
27-12-2023,2.616,180.18,2.24
28-12-2023,2.555,122.69,2.26
29-12-2023,2.531,221.28,2.266
30-12-2023,2.531,190.98,2.272
31-12-2023,2.531,110.09,2.278
01-01-2024,2.531,167.6,2.284
02-01-2024,2.553,131.12,2.29
03-01-2024,2.598,142.9,2.3
04-01-2024,2.589,180.69,2.32
05-01-2024,2.616,167.49,2.33
06-01-2024,2.616,131.24,2.336666667
07-01-2024,2.616,89.05,2.343333333
08-01-2024,2.583,106.63,2.35
09-01-2024,2.647,241.27,2.34
10-01-2024,2.603,118.1,2.35
11-01-2024,2.682,165.31,2.34
12-01-2024,2.673,210.59,2.35
13-01-2024,2.673,160.03,2.3525
14-01-2024,2.673,107.43,2.355
15-01-2024,2.673,106.4,2.3575
16-01-2024,2.644,193.39,2.36
17-01-2024,2.645,176.2,2.37
18-01-2024,2.691,167.49,2.35
19-01-2024,2.663,207.41,2.38
20-01-2024,2.663,83.86,2.376666667
21-01-2024,2.663,70.11,2.373333333
22-01-2024,2.689,186.62,2.37
23-01-2024,2.686,169.07,2.37
24-01-2024,2.679,159.14,2.33
25-01-2024,2.791,202.29,2.34
26-01-2024,2.847,141.32,2.39
27-01-2024,2.847,178.92,2.376666667
28-01-2024,2.847,152.74,2.363333333
29-01-2024,2.833,140.53,2.35
30-01-2024,2.796,206.28,2.35
31-01-2024,2.786,205.61,2.36
01-02-2024,2.74,147.5,2.33
02-02-2024,2.676,171.52,2.31
03-02-2024,2.676,96.8,2.31
04-02-2024,2.676,85.67,2.31
05-02-2024,2.734,125.88,2.31
06-02-2024,2.753,118.75,2.315
07-02-2024,2.817,100.38,2.32
08-02-2024,2.891,116.23,2.32
09-02-2024,2.941,194.53,2.34
10-02-2024,2.941,98.5,2.34
11-02-2024,2.941,86.26,2.34
12-02-2024,2.923,156.39,2.34
13-02-2024,2.884,187.86,2.38
14-02-2024,2.796,135.81,2.41
15-02-2024,2.807,214.81,2.44
16-02-2024,2.807,160.93,2.49
17-02-2024,2.807,87.03,2.485
18-02-2024,2.807,80.79,2.48
19-02-2024,2.807,167.82,2.475
20-02-2024,2.724,170.21,2.47
21-02-2024,2.699,193.75,2.41
22-02-2024,2.741,219.58,2.4
23-02-2024,2.685,167.07,2.43
24-02-2024,2.685,111.12,2.426666667
25-02-2024,2.685,87.17,2.423333333
26-02-2024,2.758,200.97,2.42
27-02-2024,2.732,166.86,2.42
28-02-2024,2.645,177.46,2.44
29-02-2024,2.669,153.25,2.42
01-03-2024,2.726,155.18,2.41
02-03-2024,2.726,82.69,2.406666667
03-03-2024,2.726,82.36,2.403333333
04-03-2024,2.672,170.75,2.4
05-03-2024,2.623,83.46,2.39
06-03-2024,2.68,108.02,2.42
07-03-2024,2.712,122.23,2.39
08-03-2024,2.654,183.72,2.34
09-03-2024,2.654,89.67,2.336666667
10-03-2024,2.654,98.22,2.333333333
11-03-2024,2.665,155.81,2.33
12-03-2024,2.632,199.55,2.32
13-03-2024,2.699,149.75,2.31
14-03-2024,2.708,187.15,2.28
15-03-2024,2.722,138.02,2.31
16-03-2024,2.722,126.56,2.296666667
17-03-2024,2.722,69.19,2.283333333
18-03-2024,2.776,147.65,2.27
19-03-2024,2.753,183.3,2.28
20-03-2024,2.683,116.03,2.3
21-03-2024,2.653,130.51,2.25
22-03-2024,2.647,125,2.26
23-03-2024,2.647,107.03,2.26
24-03-2024,2.647,69.01,2.26
25-03-2024,2.675,187.99,2.26
26-03-2024,2.608,165.63,2.26
27-03-2024,2.587,126.74,2.21
28-03-2024,2.607,99.63,2.22
29-03-2024,2.607,126.19,2.2175
30-03-2024,2.607,161.59,2.215
31-03-2024,2.607,119.95,2.2125
01-04-2024,2.625,123.22,2.21
02-04-2024,2.71,197.96,2.23
03-04-2024,2.727,181.87,2.22
04-04-2024,2.746,160.98,2.21
05-04-2024,2.689,142.05,2.17
06-04-2024,2.689,130.3,2.16
07-04-2024,2.689,69.74,2.15
08-04-2024,2.725,126.33,2.14
09-04-2024,2.675,171.76,2.17
10-04-2024,2.706,208.52,2.21
11-04-2024,2.66,123.34,2.19
12-04-2024,2.672,161.33,2.16
13-04-2024,2.672,130.12,2.16
14-04-2024,2.672,137.64,2.16
15-04-2024,2.657,230.79,2.16
16-04-2024,2.644,340.54,2.22
17-04-2024,2.569,227.5,2.22
18-04-2024,2.515,149.44,2.21
19-04-2024,2.534,208.12,2.19
20-04-2024,2.534,134.36,2.19
21-04-2024,2.534,70.48,2.19
22-04-2024,2.555,162.91,2.19
23-04-2024,2.564,148.32,2.19
24-04-2024,2.54,139.23,2.19
25-04-2024,2.543,172.4,2.185
26-04-2024,2.54,150.83,2.18
27-04-2024,2.54,154.33,2.17
28-04-2024,2.54,106.33,2.16
29-04-2024,2.535,191.11,2.15
30-04-2024,2.512,167.8,2.16
01-05-2024,2.457,130.76,2.16
02-05-2024,2.44,137.77,2.185
03-05-2024,2.431,110.42,2.21
04-05-2024,2.431,86.46,2.206666667
05-05-2024,2.431,68.83,2.203333333
06-05-2024,2.45,93.62,2.2
07-05-2024,2.452,176.27,2.22
08-05-2024,2.47,163.58,2.22
09-05-2024,2.468,145.4,2.22
10-05-2024,2.421,185.28,2.22
11-05-2024,2.421,106,2.22
12-05-2024,2.421,54.01,2.22
13-05-2024,2.426,177.11,2.22
14-05-2024,2.41,154.67,2.22
15-05-2024,2.413,129.21,2.27
16-05-2024,2.435,124.9,2.285
17-05-2024,2.473,181.66,2.3
18-05-2024,2.473,110.92,2.3
19-05-2024,2.473,98.48,2.3
20-05-2024,2.466,135.08,2.3
21-05-2024,2.451,165.28,2.34
22-05-2024,2.413,140.05,2.34
23-05-2024,2.408,101.83,2.31
24-05-2024,2.401,116.64,2.29
25-05-2024,2.401,91.42,2.2925
26-05-2024,2.401,121.31,2.295
27-05-2024,2.401,145.43,2.2975
28-05-2024,2.463,143.46,2.3
29-05-2024,2.415,135.44,2.29
30-05-2024,2.352,93.58,2.3
31-05-2024,2.348,156.5,2.3
01-06-2024,2.348,121.19,2.286666667
02-06-2024,2.348,90.02,2.273333333
03-06-2024,2.278,111.11,2.26
04-06-2024,2.259,110.21,2.26
05-06-2024,2.277,119.32,2.19
06-06-2024,2.333,115.91,2.21
07-06-2024,2.34,122.69,2.27
08-06-2024,2.34,66.66,2.26
09-06-2024,2.34,92.95,2.25
10-06-2024,2.405,107.29,2.24
11-06-2024,2.399,121.79,2.23
12-06-2024,2.417,117.68,2.24
13-06-2024,2.462,133.47,2.25
14-06-2024,2.449,90.14,2.24
15-06-2024,2.449,109.9,2.256666667
16-06-2024,2.449,102.35,2.273333333
17-06-2024,2.466,120.95,2.29
18-06-2024,2.507,142.94,2.3
19-06-2024,2.507,114.89,2.3
20-06-2024,2.499,177.01,2.3
21-06-2024,2.466,128.3,2.33
22-06-2024,2.466,64.95,2.3275
23-06-2024,2.466,85.16,2.325
24-06-2024,2.499,212.61,2.3225
25-06-2024,2.484,109.99,2.32
26-06-2024,2.513,128.58,2.34
27-06-2024,2.541,120.68,2.31
28-06-2024,2.506,121.46,2.3
29-06-2024,2.506,42.54,2.303333333
30-06-2024,2.506,46.92,2.306666667
01-07-2024,2.594,71.45,2.31
02-07-2024,2.613,79.6,2.32
03-07-2024,2.605,107.82,2.33
04-07-2024,2.605,90.28,2.33
05-07-2024,2.6,73.11,2.33
06-07-2024,2.6,87.63,2.326666667
07-07-2024,2.6,94.92,2.323333333
08-07-2024,2.558,89.18,2.32
09-07-2024,2.507,90.05,2.34
10-07-2024,2.506,124.67,2.32
11-07-2024,2.507,127.85,2.3
12-07-2024,2.492,86.32,2.28
13-07-2024,2.492,31.75,2.28
14-07-2024,2.492,45.01,2.28
15-07-2024,2.493,67.88,2.28
16-07-2024,2.452,68.24,2.27
17-07-2024,2.469,105.26,2.3
18-07-2024,2.458,133.52,2.3
19-07-2024,2.401,143.77,2.3
20-07-2024,2.401,79.5,2.306666667
21-07-2024,2.401,81.29,2.313333333
22-07-2024,2.416,130.04,2.32
23-07-2024,2.396,36.47,2.31
24-07-2024,2.424,78.87,2.3
25-07-2024,2.446,91.54,2.31
26-07-2024,2.401,95.77,2.34
27-07-2024,2.401,81.65,2.343333333
28-07-2024,2.401,105.16,2.346666667
29-07-2024,2.361,124.38,2.35
30-07-2024,2.321,107.07,2.33
31-07-2024,2.39,112.86,2.32
01-08-2024,2.395,133.2,2.32
02-08-2024,2.29,191.22,2.32
03-08-2024,2.29,92.18,2.3275
04-08-2024,2.29,76.25,2.335
05-08-2024,2.276,187,2.3425
06-08-2024,2.251,131.5,2.35
07-08-2024,2.313,172.72,2.36
08-08-2024,2.317,174.67,2.36
09-08-2024,2.3,151.34,2.34
10-08-2024,2.3,122.04,2.35
11-08-2024,2.3,61.83,2.36
12-08-2024,2.361,118.31,2.37
13-08-2024,2.343,151.6,2.38
14-08-2024,2.32,175.77,2.36
15-08-2024,2.326,139.61,2.4
16-08-2024,2.283,118.94,2.4
17-08-2024,2.283,131.07,2.396666667
18-08-2024,2.283,75.07,2.393333333
19-08-2024,2.218,136.53,2.39
20-08-2024,2.219,151.47,2.43
21-08-2024,2.206,140.69,2.43
22-08-2024,2.237,184.37,2.39
23-08-2024,2.278,143.76,2.4
24-08-2024,2.278,87.32,2.403333333
25-08-2024,2.278,110.73,2.406666667
26-08-2024,2.314,176.03,2.41
27-08-2024,2.26,174.35,2.41
28-08-2024,2.193,156.19,2.41
29-08-2024,2.254,132.5,2.41
30-08-2024,2.21,166.55,2.42
31-08-2024,2.21,124.58,2.4225
01-09-2024,2.21,113.67,2.425
02-09-2024,2.21,145.51,2.4275
03-09-2024,2.168,171.23,2.43
04-09-2024,2.112,180.32,2.41
05-09-2024,2.128,141.97,2.41
06-09-2024,2.082,100.38,2.38
07-09-2024,2.082,90.48,2.376666667
08-09-2024,2.082,122.36,2.373333333
09-09-2024,2.116,146.76,2.37
10-09-2024,2.038,97.61,2.35
11-09-2024,2.064,212.91,2.35
12-09-2024,2.094,103.11,2.32
13-09-2024,2.064,185.64,2.31
14-09-2024,2.064,100.38,2.313333333
15-09-2024,2.064,55.87,2.316666667
16-09-2024,2.071,88.97,2.32
17-09-2024,2.118,100.79,2.34
18-09-2024,2.109,122.01,2.33
19-09-2024,2.147,93.75,2.33
20-09-2024,2.147,175.54,2.31
21-09-2024,2.147,90.29,2.31
22-09-2024,2.147,8.95,2.31
23-09-2024,2.129,158.1,2.31
24-09-2024,2.159,161.12,2.32
25-09-2024,2.134,175.3,2.33
26-09-2024,2.104,234.46,2.32
27-09-2024,2.114,134.85,2.33
28-09-2024,2.114,66.58,2.32
29-09-2024,2.114,102.35,2.31
30-09-2024,2.103,160.49,2.3
01-10-2024,2.16,135.87,2.32
02-10-2024,2.163,178.71,2.33
03-10-2024,2.267,237.06,2.34
04-10-2024,2.285,144.28,2.36
05-10-2024,2.285,72.58,2.36
06-10-2024,2.285,89.29,2.36
07-10-2024,2.362,80.63,2.36
08-10-2024,2.288,98.39,2.35
09-10-2024,2.258,137.03,2.33
10-10-2024,2.32,119.59,2.31
11-10-2024,2.326,157.45,2.3
12-10-2024,2.326,96.02,2.293333333
13-10-2024,2.326,52.17,2.286666667
14-10-2024,2.326,151.47,2.28
15-10-2024,2.173,125.71,2.3
16-10-2024,2.152,117.64,2.31
17-10-2024,2.179,104.24,2.27
18-10-2024,2.14,124.89,2.22
19-10-2024,2.14,72.25,2.216666667
20-10-2024,2.14,77.84,2.213333333
21-10-2024,2.166,119.06,2.21
22-10-2024,2.218,214.15,2.17
23-10-2024,2.212,215.39,2.22
24-10-2024,2.202,136.47,2.21
25-10-2024,2.222,170.03,2.22
26-10-2024,2.222,114.06,2.23
27-10-2024,2.222,93.91,2.24
28-10-2024,2.135,145.17,2.25
29-10-2024,2.135,160.8,2.23
30-10-2024,2.194,134.21,2.22
31-10-2024,2.213,134.14,2.22
01-11-2024,2.232,131.07,2.26
02-11-2024,2.232,79.76,2.26
03-11-2024,2.232,101.41,2.26
04-11-2024,2.289,114.69,2.26
05-11-2024,2.293,57.44,2.28
06-11-2024,2.257,120.14,2.32
07-11-2024,2.267,98.8,2.3
08-11-2024,2.228,108.89,2.27
09-11-2024,2.228,77.4,2.2725
10-11-2024,2.228,54.01,2.275
11-11-2024,2.228,154.23,2.2775
12-11-2024,2.194,106.86,2.28
13-11-2024,2.201,116.55,2.27
14-11-2024,2.197,58.63,2.26
15-11-2024,2.158,97.59,2.27
16-11-2024,2.158,97.27,2.263333333
17-11-2024,2.158,25.42,2.256666667
18-11-2024,2.242,245.91,2.25
19-11-2024,2.223,197.48,2.24
20-11-2024,2.217,195.19,2.27
21-11-2024,2.248,193.79,2.26
22-11-2024,2.256,102.1,2.26
23-11-2024,2.256,183.45,2.276666667
24-11-2024,2.256,85.6,2.293333333
25-11-2024,2.225,123.71,2.31
26-11-2024,2.219,169.26,2.32
27-11-2024,2.18,199.63,2.3
28-11-2024,2.18,176.28,2.295
29-11-2024,2.165,226.97,2.29
30-11-2024,2.165,105.6,2.286666667
01-12-2024,2.165,184.54,2.283333333
02-12-2024,2.151,197,2.28
03-12-2024,2.184,164.99,2.28
04-12-2024,2.154,136.6,2.27
05-12-2024,2.143,127.66,2.25
06-12-2024,2.109,150.85,2.25
07-12-2024,2.109,151.06,2.246666667
08-12-2024,2.109,68.65,2.243333333
09-12-2024,2.16,170.97,2.24
10-12-2024,2.161,194.5,2.2
11-12-2024,2.207,153.94,2.04
12-12-2024,2.217,233.83,2.07
13-12-2024,2.248,191.36,2.12
14-12-2024,2.248,101.75,2.116666667
15-12-2024,2.248,64.41,2.113333333
16-12-2024,2.239,194.04,2.11
17-12-2024,2.209,133.3,2.12
18-12-2024,2.222,176,2.1
19-12-2024,2.206,152.59,2.11
20-12-2024,2.216,128.64,2.09
21-12-2024,2.216,89.21,2.08
22-12-2024,2.216,37.22,2.07
23-12-2024,2.215,146.57,2.06
24-12-2024,2.204,143.37,2.12
25-12-2024,2.204,120.14,2.1
26-12-2024,2.184,132.86,2.08
27-12-2024,2.217,168.56,2.07
28-12-2024,2.217,106.21,2.07
29-12-2024,2.217,79.41,2.07
30-12-2024,2.284,108.2,2.07
31-12-2024,2.314,63.4,2.07
01-01-2025,2.314,113.16,2.085
02-01-2025,2.352,198.89,2.1
03-01-2025,2.352,137.5,2.13
04-01-2025,2.352,70.11,2.136666667
05-01-2025,2.352,48.15,2.143333333
06-01-2025,2.358,98.32,2.15
07-01-2025,2.363,118.53,2.15
08-01-2025,2.356,70.48,2.15
09-01-2025,2.356,123.83,2.16
10-01-2025,2.501,65.77,2.15
11-01-2025,2.501,66.47,2.14
12-01-2025,2.501,82.36,2.13
13-01-2025,2.527,107.55,2.12
14-01-2025,2.535,148.52,2.11
15-01-2025,2.624,147.09,2.07
16-01-2025,2.615,92.98,2.03
17-01-2025,2.629,88.34,2.03
18-01-2025,2.629,77.28,2.0325
19-01-2025,2.629,68.3,2.035
20-01-2025,2.629,151.89,2.0375
21-01-2025,2.568,50.29,2.04
22-01-2025,2.496,157.74,2.02
23-01-2025,2.49,126.48,2.04
24-01-2025,2.529,148.88,2.05
25-01-2025,2.529,84.8,2.06
26-01-2025,2.529,103.25,2.07
27-01-2025,2.484,197.66,2.08
28-01-2025,2.47,164.41,2.09
29-01-2025,2.478,105.26,2.12
30-01-2025,2.508,120.9,2.12
31-01-2025,2.454,110.42,2.17
01-02-2025,2.454,65.35,2.163333333
02-02-2025,2.454,62.17,2.156666667
03-02-2025,2.456,146.63,2.15
04-02-2025,2.501,141.71,2.17
05-02-2025,2.441,135.57,2.19
06-02-2025,2.459,150.85,2.18
07-02-2025,2.496,118.94,2.16
08-02-2025,2.496,132.1,2.156666667
09-02-2025,2.496,0,2.153333333
10-02-2025,2.505,121.01,2.15
11-02-2025,2.568,119.8,2.18
12-02-2025,2.497,95.37,2.19
13-02-2025,2.7,167.72,2.21
14-02-2025,2.491,119.53,2.21
15-02-2025,2.491,108.19,2.215
16-02-2025,2.491,86.55,2.22
17-02-2025,2.491,156.25,2.225
18-02-2025,2.477,217.61,2.23
19-02-2025,2.482,166.24,2.27
20-02-2025,2.511,265.49,2.27
21-02-2025,2.442,181.82,2.29
22-02-2025,2.442,125.2,2.303333333
23-02-2025,2.442,96.91,2.316666667
24-02-2025,2.457,144.02,2.33
25-02-2025,2.388,165.32,2.33
26-02-2025,2.344,162.06,2.305
27-02-2025,2.385,138.02,2.28
28-02-2025,2.352,122.69,2.27
01-03-2025,2.352,119.86,2.28
02-03-2025,2.352,83.74,2.29
03-03-2025,2.231,154.23,2.3
04-03-2025,2.302,253.45,2.31
05-03-2025,2.284,180.47,2.31
06-03-2025,2.259,229.88,2.33
07-03-2025,2.239,179.53,2.31
08-03-2025,2.239,195.74,2.306666667
09-03-2025,2.239,105.72,2.303333333
10-03-2025,2.191,238.45,2.3
11-03-2025,2.22,222.04,2.29
12-03-2025,2.215,218.23,2.29
13-03-2025,2.164,254.81,2.3
14-03-2025,2.172,224.04,2.34
15-03-2025,2.172,150.57,2.336666667
16-03-2025,2.172,93.19,2.333333333
17-03-2025,2.21,156.55,2.33
18-03-2025,2.205,201.48,2.33
19-03-2025,2.241,275.57,2.28
20-03-2025,2.259,247.04,2.27
21-03-2025,2.257,158.55,2.38
22-03-2025,2.257,110.77,2.363333333
23-03-2025,2.257,79.29,2.346666667
24-03-2025,2.266,141.51,2.33
25-03-2025,2.296,139.72,2.35
26-03-2025,2.299,155.46,2.35
27-03-2025,2.286,156.46,2.35
28-03-2025,2.268,151.06,2.35
29-03-2025,2.268,132.5,2.343333333
30-03-2025,2.268,55.06,2.336666667
31-03-2025,2.31,188.73,2.33
01-04-2025,2.298,91.22,2.33
02-04-2025,2.31,115.75,2.34
03-04-2025,2.186,98.11,2.34
04-04-2025,2.102,171.72,2.35
05-04-2025,2.102,148.77,2.346666667
06-04-2025,2.102,115.76,2.343333333
07-04-2025,2.082,126.19,2.34
08-04-2025,2.028,128.58,2.34
09-04-2025,2.122,189.78,2.29
10-04-2025,2.059,160.75,2.28
11-04-2025,2.074,134.75,2.26
12-04-2025,2.074,98.88,2.26
13-04-2025,2.074,91.55,2.26
14-04-2025,2.097,168.12,2.26
15-04-2025,2.092,141.71,2.26
16-04-2025,2.127,156.31,2.26
17-04-2025,2.153,122.46,2.28
18-04-2025,2.153,187.73,2.2825
19-04-2025,2.153,117.76,2.285
20-04-2025,2.153,170.1,2.2875
21-04-2025,2.122,158.73,2.29
22-04-2025,2.148,133.23,2.25
23-04-2025,2.127,146.83,2.24
24-04-2025,2.144,179.53,2.27
25-04-2025,2.178,190.11,2.29
26-04-2025,2.178,123.45,2.293333333
27-04-2025,2.178,154.79,2.296666667
28-04-2025,2.175,137.45,2.3
29-04-2025,2.108,107.07,2.32
30-04-2025,2.027,149.1,2.33
01-05-2025,2.004,121.5,2.32
02-05-2025,2.005,182.07,2.31
03-05-2025,2.005,122.01,2.313333333
04-05-2025,2.005,104.33,2.316666667
05-05-2025,1.983,222.75,2.32
06-05-2025,2.007,246.61,2.29
07-05-2025,1.972,276.05,2.29
08-05-2025,2.054,254.35,2.32
09-05-2025,2.07,174.03,2.35
10-05-2025,2.07,159.39,2.35
11-05-2025,2.07,120.6,2.35
12-05-2025,2.112,210.54,2.35
13-05-2025,2.173,144.6,2.35
14-05-2025,2.198,145.75,2.34
15-05-2025,2.17,197.86,2.31
16-05-2025,2.138,216.04,2.34
17-05-2025,2.138,169.07,2.34
18-05-2025,2.138,161.4,2.34
19-05-2025,2.13,268.19,2.34
20-05-2025,2.136,183.64,2.34
21-05-2025,2.133,199.15,2.34
