Date,Diesel,GPR Index,Inflation Rate
02-01-2015,1.805,106.86,1.71
03-01-2015,1.805,53.43,1.686666667
04-01-2015,1.805,16.48,1.663333333
05-01-2015,1.768,100.72,1.64
06-01-2015,1.722,66.82,1.56
07-01-2015,1.711,78.76,1.57
08-01-2015,1.721,168.64,1.62
09-01-2015,1.723,64.71,1.62
10-01-2015,1.723,138.75,1.603333333
11-01-2015,1.723,96.12,1.586666667
12-01-2015,1.677,148.08,1.57
13-01-2015,1.647,151.56,1.54
14-01-2015,1.665,88.39,1.57
15-01-2015,1.624,132.79,1.58
16-01-2015,1.665,156.11,1.6
17-01-2015,1.665,108.23,1.598
18-01-2015,1.665,78.13,1.596
19-01-2015,1.665,120.26,1.594
20-01-2015,1.638,175.29,1.592
21-01-2015,1.639,148.51,1.59
22-01-2015,1.644,98.54,1.61
23-01-2015,1.645,109.12,1.61
24-01-2015,1.645,97.72,1.606666667
25-01-2015,1.645,110.42,1.603333333
26-01-2015,1.642,135.93,1.6
27-01-2015,1.654,95.16,1.61
28-01-2015,1.63,146.46,1.66
29-01-2015,1.624,105.28,1.61
30-01-2015,1.718,126.52,1.62
31-01-2015,1.718,60.17,1.63
01-02-2015,1.718,114.23,1.64
02-02-2015,1.782,101.15,1.65
03-02-2015,1.846,141.25,1.65
04-02-2015,1.79,90.7,1.7
05-02-2015,1.82,89.43,1.71
06-02-2015,1.853,166.44,1.7
07-02-2015,1.853,116.95,1.703333333
08-02-2015,1.853,107.09,1.706666667
09-02-2015,1.89,128.99,1.71
10-02-2015,1.857,134.23,1.71
11-02-2015,1.84,110.85,1.7
12-02-2015,1.95,76.61,1.68
13-02-2015,2.005,139.64,1.66
14-02-2015,2.005,60.35,1.665
15-02-2015,2.005,70.78,1.67
16-02-2015,2.005,102.52,1.675
17-02-2015,2.003,123.75,1.68
18-02-2015,1.992,154.67,1.695
19-02-2015,2.057,143.86,1.71
20-02-2015,2.191,136.85,1.71
21-02-2015,2.191,72.01,1.72
22-02-2015,2.191,83.69,1.73
23-02-2015,2.306,168.18,1.74
24-02-2015,2.111,149.09,1.75
25-02-2015,2.124,114.38,1.72
26-02-2015,2.194,95.06,1.72
27-02-2015,2.223,105.94,1.72
28-02-2015,2.223,51.56,1.743333333
01-03-2015,2.223,111.41,1.766666667
02-03-2015,2.276,105.47,1.79
03-03-2015,2.289,149.37,1.83
04-03-2015,2.091,218.32,1.83
05-03-2015,1.952,77.49,1.86
06-03-2015,1.936,86.04,1.87
07-03-2015,1.936,59.1,1.86
08-03-2015,1.936,86.04,1.85
09-03-2015,1.899,79.82,1.84
10-03-2015,1.882,89.77,1.83
11-03-2015,1.91,78.04,1.76
12-03-2015,1.861,105.61,1.73
13-03-2015,1.771,67.85,1.72
14-03-2015,1.771,66.89,1.716666667
15-03-2015,1.771,116.69,1.713333333
16-03-2015,1.779,109.26,1.71
17-03-2015,1.711,97.29,1.69
18-03-2015,1.814,117.37,1.65
19-03-2015,1.738,55.87,1.64
20-03-2015,1.766,94.76,1.7
21-03-2015,1.766,74.56,1.73
22-03-2015,1.766,78.87,1.76
23-03-2015,1.751,98.3,1.79
24-03-2015,1.714,100.38,1.76
25-03-2015,1.724,105.38,1.75
26-03-2015,1.796,103.41,1.77
27-03-2015,1.735,199.25,1.81
28-03-2015,1.735,91.81,1.806666667
29-03-2015,1.735,129.14,1.803333333
30-03-2015,1.736,123.24,1.8
31-03-2015,1.71,131.06,1.76
01-04-2015,1.741,138.93,1.73
02-04-2015,1.689,113.85,1.76
03-04-2015,1.689,150.14,1.77
04-04-2015,1.689,165.63,1.78
05-04-2015,1.689,116.46,1.79
06-04-2015,1.763,116.79,1.8
07-04-2015,1.79,110.13,1.81
08-04-2015,1.708,166.76,1.83
09-04-2015,1.728,134.81,1.85
10-04-2015,1.769,142.14,1.85
11-04-2015,1.769,74.88,1.846666667
12-04-2015,1.769,53,1.843333333
13-04-2015,1.79,79.22,1.84
14-04-2015,1.809,121.65,1.84
15-04-2015,1.878,143.66,1.82
16-04-2015,1.912,104.72,1.8
17-04-2015,1.893,99.06,1.8
18-04-2015,1.893,47.48,1.813333333
19-04-2015,1.893,97.81,1.826666667
20-04-2015,1.881,91.73,1.84
21-04-2015,1.857,85.28,1.85
22-04-2015,1.876,75.59,1.89
23-04-2015,1.926,61.08,1.89
24-04-2015,1.932,156.4,1.86
25-04-2015,1.932,41.45,1.863333333
26-04-2015,1.932,39.28,1.866666667
27-04-2015,1.922,76.04,1.87
28-04-2015,1.92,46.01,1.89
29-04-2015,1.944,84.1,1.89
30-04-2015,1.977,52.75,1.91
01-05-2015,1.984,76.24,1.89
02-05-2015,1.984,41.45,1.9
03-05-2015,1.984,43.83,1.91
04-05-2015,1.983,70.6,1.92
05-05-2015,2.017,44.76,1.94
06-05-2015,2.013,99.69,1.94
07-05-2015,1.964,64.28,1.92
08-05-2015,1.96,71.75,1.94
09-05-2015,1.96,50.07,1.93
10-05-2015,1.96,52.58,1.92
11-05-2015,1.947,118.67,1.91
12-05-2015,1.996,62.17,1.88
13-05-2015,2,114.38,1.88
14-05-2015,2.008,77.47,1.88
15-05-2015,2.01,95.24,1.88
16-05-2015,2.01,78.19,1.873333333
17-05-2015,2.01,76.89,1.866666667
18-05-2015,1.994,112.12,1.86
19-05-2015,1.937,128.44,1.87
20-05-2015,1.943,71.46,1.83
21-05-2015,1.988,56.79,1.86
22-05-2015,1.957,84.29,1.85
23-05-2015,1.957,80.79,1.8575
24-05-2015,1.957,63.16,1.865
25-05-2015,1.957,86.68,1.8725
26-05-2015,1.905,37.4,1.88
27-05-2015,1.864,83.28,1.84
28-05-2015,1.881,55.89,1.87
29-05-2015,1.949,55.47,1.8575
30-05-2015,1.949,68.61,1.845
31-05-2015,1.949,84.04,1.8325
01-06-2015,1.929,106.23,1.82
02-06-2015,1.95,65.35,1.8
03-06-2015,1.894,129.12,1.8
04-06-2015,1.846,84.13,1.8
05-06-2015,1.866,62.5,1.8
06-06-2015,1.866,36.68,1.81
07-06-2015,1.866,86.6,1.82
08-06-2015,1.855,81.79,1.83
09-06-2015,1.91,95.46,1.83
10-06-2015,1.941,48.58,1.81
11-06-2015,1.917,54.97,1.86
12-06-2015,1.888,41.64,1.85
13-06-2015,1.888,56.15,1.853333333
14-06-2015,1.888,64.7,1.856666667
15-06-2015,1.869,63.2,1.86
16-06-2015,1.882,114.23,1.87
17-06-2015,1.903,79.93,1.83
18-06-2015,1.915,83.09,1.84
19-06-2015,1.863,44.27,1.85
20-06-2015,1.863,99.45,1.86
21-06-2015,1.863,74.67,1.87
22-06-2015,1.869,90.68,1.88
23-06-2015,1.916,103.52,1.9
24-06-2015,1.883,84.82,1.89
25-06-2015,1.862,131.01,1.86
26-06-2015,1.861,81.49,1.9
27-06-2015,1.861,78.13,1.906666667
28-06-2015,1.861,109.96,1.913333333
29-06-2015,1.838,136.93,1.92
30-06-2015,1.879,169.32,1.9
01-07-2015,1.838,93.14,1.91
02-07-2015,1.827,84.56,1.92
03-07-2015,1.827,86.95,1.9075
04-07-2015,1.827,50.12,1.895
05-07-2015,1.827,80.4,1.8825
06-07-2015,1.708,109.33,1.87
07-07-2015,1.711,82.09,1.87
08-07-2015,1.706,61.78,1.89
09-07-2015,1.722,58.63,1.91
10-07-2015,1.725,107.39,1.9
11-07-2015,1.725,81.55,1.89
12-07-2015,1.725,105.27,1.88
13-07-2015,1.708,123.07,1.87
14-07-2015,1.712,67.7,1.87
15-07-2015,1.665,229.98,1.83
16-07-2015,1.66,117.65,1.85
17-07-2015,1.654,146.96,1.87
18-07-2015,1.654,63.47,1.866666667
19-07-2015,1.654,98.67,1.863333333
20-07-2015,1.649,125.31,1.86
21-07-2015,1.676,193.98,1.85
22-07-2015,1.668,152.95,1.84
23-07-2015,1.663,87.72,1.84
24-07-2015,1.631,113.36,1.83
25-07-2015,1.631,92.13,1.826666667
26-07-2015,1.631,127.41,1.823333333
27-07-2015,1.584,171.44,1.82
28-07-2015,1.6,132.93,1.82
29-07-2015,1.601,99.95,1.8
30-07-2015,1.6,74.98,1.79
31-07-2015,1.586,72.27,1.76
01-08-2015,1.586,64.01,1.75
02-08-2015,1.586,69.56,1.74
03-08-2015,1.518,28.46,1.73
04-08-2015,1.538,155.1,1.75
05-08-2015,1.532,77.83,1.77
06-08-2015,1.543,128.8,1.77
07-08-2015,1.529,90.14,1.74
08-08-2015,1.529,68.76,1.726666667
09-08-2015,1.529,85.34,1.713333333
10-08-2015,1.576,88.93,1.7
11-08-2015,1.558,93.8,1.71
12-08-2015,1.584,97.43,1.7
13-08-2015,1.562,110.11,1.67
14-08-2015,1.536,78.32,1.66
15-08-2015,1.536,47.83,1.67
16-08-2015,1.536,71.24,1.68
17-08-2015,1.541,95.61,1.69
18-08-2015,1.54,88.54,1.66
19-08-2015,1.5,121.07,1.62
20-08-2015,1.477,28.85,1.62
21-08-2015,1.452,86.26,1.62
22-08-2015,1.452,79.32,1.606666667
23-08-2015,1.452,55.21,1.593333333
24-08-2015,1.383,103.36,1.58
25-08-2015,1.373,58.12,1.58
26-08-2015,1.377,79.11,1.57
27-08-2015,1.488,85.71,1.56
28-08-2015,1.554,52.89,1.53
29-08-2015,1.554,64.28,1.516666667
30-08-2015,1.554,70.75,1.503333333
31-08-2015,1.669,79.25,1.49
01-09-2015,1.55,96.33,1.53
02-09-2015,1.578,75.72,1.53
03-09-2015,1.595,85.49,1.58
04-09-2015,1.565,98.03,1.61
05-09-2015,1.565,91.28,1.615
06-09-2015,1.565,82.64,1.62
07-09-2015,1.565,84.08,1.625
08-09-2015,1.562,117.95,1.63
09-09-2015,1.514,142.71,1.57
10-09-2015,1.539,143.31,1.56
11-09-2015,1.51,118.87,1.54
12-09-2015,1.51,101.75,1.53
13-09-2015,1.51,55.31,1.52
14-09-2015,1.477,79.94,1.51
15-09-2015,1.478,122.69,1.52
16-09-2015,1.52,83.47,1.53
17-09-2015,1.502,83.41,1.56
18-09-2015,1.465,83.91,1.59
19-09-2015,1.465,83.01,1.59
20-09-2015,1.465,68.18,1.59
21-09-2015,1.475,86.41,1.59
22-09-2015,1.499,188.75,1.56
23-09-2015,1.481,85.78,1.56
24-09-2015,1.51,88.7,1.57
25-09-2015,1.495,81.84,1.58
26-09-2015,1.495,78.38,1.57
27-09-2015,1.495,75.04,1.56
28-09-2015,1.466,92.13,1.55
29-09-2015,1.487,111.61,1.54
30-09-2015,1.509,101.28,1.51
01-10-2015,1.488,128.45,1.52
02-10-2015,1.482,180.35,1.49
03-10-2015,1.482,70.56,1.48
04-10-2015,1.482,81.99,1.47
05-10-2015,1.512,91.1,1.46
06-10-2015,1.573,113.13,1.39
07-10-2015,1.546,110.68,1.39
08-10-2015,1.566,70.64,1.41
09-10-2015,1.545,88.39,1.46
10-10-2015,1.545,107.57,1.466666667
11-10-2015,1.545,83.11,1.473333333
12-10-2015,1.472,79.32,1.48
13-10-2015,1.432,80.69,1.51
14-10-2015,1.434,105.44,1.52
15-10-2015,1.456,84.32,1.55
16-10-2015,1.453,90.19,1.58
17-10-2015,1.453,110.29,1.566666667
18-10-2015,1.453,67.11,1.553333333
19-10-2015,1.41,85.07,1.54
20-10-2015,1.418,70.16,1.53
21-10-2015,1.421,69.37,1.52
22-10-2015,1.465,68.85,1.49
23-10-2015,1.444,79.14,1.5
24-10-2015,1.444,73.33,1.493333333
25-10-2015,1.444,51.94,1.486666667
26-10-2015,1.416,83.86,1.48
27-10-2015,1.407,49.44,1.45
28-10-2015,1.482,68.04,1.48
29-10-2015,1.466,62.65,1.45
30-10-2015,1.488,91.51,1.47
31-10-2015,1.488,81.29,1.483333333
01-11-2015,1.488,46.56,1.496666667
02-11-2015,1.505,109.92,1.51
03-11-2015,1.562,53.27,1.48
04-11-2015,1.5,96.48,1.48
05-11-2015,1.48,60.45,1.47
06-11-2015,1.494,89.18,1.52
07-11-2015,1.494,102.22,1.523333333
08-11-2015,1.494,84.11,1.526666667
09-11-2015,1.468,87.31,1.53
10-11-2015,1.472,85.3,1.55
11-11-2015,1.44,51.98,1.58
12-11-2015,1.393,44.12,1.57
13-11-2015,1.369,61.57,1.55
14-11-2015,1.369,121.15,1.563333333
15-11-2015,1.369,129.06,1.576666667
16-11-2015,1.378,291.99,1.59
17-11-2015,1.355,354.05,1.6
18-11-2015,1.365,309.5,1.55
19-11-2015,1.351,242.89,1.545
20-11-2015,1.343,212.19,1.54
21-11-2015,1.343,171.54,1.533333333
22-11-2015,1.343,203.53,1.526666667
23-11-2015,1.359,170.01,1.52
24-11-2015,1.384,246.84,1.51
25-11-2015,1.383,247.62,1.53
26-11-2015,1.383,172.98,1.545
27-11-2015,1.338,237.59,1.56
28-11-2015,1.338,101.36,1.56
29-11-2015,1.338,103.52,1.56
30-11-2015,1.345,100.23,1.56
01-12-2015,1.351,170.5,1.6
02-12-2015,1.268,192.7,1.61
03-12-2015,1.306,157.92,1.62
04-12-2015,1.301,156.33,1.61
05-12-2015,1.301,158.13,1.6075
06-12-2015,1.301,135.34,1.605
07-12-2015,1.24,197.37,1.6025
08-12-2015,1.224,197.98,1.6
09-12-2015,1.208,199.5,1.59
10-12-2015,1.178,147.41,1.57
11-12-2015,1.105,150,1.56
12-12-2015,1.105,103.65,1.576666667
13-12-2015,1.105,81.62,1.593333333
14-12-2015,1.084,119.42,1.61
15-12-2015,1.106,142.26,1.6
16-12-2015,1.08,170.6,1.56
17-12-2015,1.062,162.98,1.56
18-12-2015,1.068,134.48,1.53
19-12-2015,1.068,115.44,1.523333333
20-12-2015,1.068,100.6,1.516666667
21-12-2015,1.053,165.02,1.51
22-12-2015,1.049,143.28,1.46
23-12-2015,1.095,73.74,1.45
24-12-2015,1.079,111.12,1.48
25-12-2015,1.079,160.93,1.475
26-12-2015,1.079,135.35,1.47
27-12-2015,1.079,102.93,1.465
28-12-2015,1.063,147.82,1.46
29-12-2015,1.104,109.35,1.47
30-12-2015,1.041,141.56,1.46
31-12-2015,1.042,70.11,1.45
01-01-2016,1.042,208.84,1.4525
02-01-2016,1.042,89.81,1.455
03-01-2016,1.042,113.11,1.4575
04-01-2016,1.089,133.57,1.46
05-01-2016,1.085,205.16,1.51
06-01-2016,1.044,161.47,1.52
07-01-2016,1.049,205.2,1.51
08-01-2016,1.011,181.01,1.5
09-01-2016,1.011,67.2,1.51
10-01-2016,1.011,100.82,1.52
11-01-2016,0.975,95.25,1.53
12-01-2016,0.962,106.39,1.54
13-01-2016,0.927,139.33,1.54
14-01-2016,0.932,125.48,1.545
15-01-2016,0.906,112.73,1.55
16-01-2016,0.906,92.98,1.5525
17-01-2016,0.906,102.03,1.555
18-01-2016,0.906,147.98,1.5575
19-01-2016,0.883,154.42,1.56
20-01-2016,0.862,194.34,1.53
21-01-2016,0.891,87.87,1.5
22-01-2016,0.995,110.86,1.48
23-01-2016,0.995,82.91,1.47
24-01-2016,0.995,85.94,1.46
25-01-2016,0.923,82.81,1.45
26-01-2016,0.96,72.01,1.43
27-01-2016,1.018,93.97,1.43
28-01-2016,1.048,76.84,1.43
29-01-2016,1.062,83.25,1.36
30-01-2016,1.062,40.55,1.365
31-01-2016,1.062,40.73,1.37
01-02-2016,1.037,132.71,1.375
02-02-2016,0.996,103.52,1.38
03-02-2016,1.077,104.03,1.32
04-02-2016,1.074,96.65,1.28
05-02-2016,1.059,109.38,1.35
06-02-2016,1.059,77.32,1.346666667
07-02-2016,1.059,110.19,1.343333333
08-02-2016,1.043,139.53,1.34
09-02-2016,0.978,77.6,1.36
10-02-2016,0.97,99.33,1.4
11-02-2016,0.987,118.48,1.42
12-02-2016,1.043,106.14,1.41
13-02-2016,1.043,64.64,1.4075
14-02-2016,1.043,115.98,1.405
15-02-2016,1.043,81.19,1.4025
16-02-2016,1.027,128.85,1.4
17-02-2016,1.074,134.09,1.36
18-02-2016,1.066,118.96,1.38
19-02-2016,1.022,161.59,1.36
20-02-2016,1.022,69.35,1.35
21-02-2016,1.022,61.22,1.34
22-02-2016,1.044,104.66,1.33
23-02-2016,1.012,150.36,1.23
24-02-2016,1.034,115.61,1.21
25-02-2016,1.051,57.19,1.21
26-02-2016,1.045,88.87,1.18
27-02-2016,1.045,46.48,1.203333333
28-02-2016,1.045,101.82,1.226666667
29-02-2016,1.07,59.73,1.25
01-03-2016,1.084,123.24,1.25
02-03-2016,1.093,81.85,1.25
03-03-2016,1.11,131.78,1.28
04-03-2016,1.155,72.01,1.24
05-03-2016,1.155,68.61,1.246666667
06-03-2016,1.155,51.66,1.253333333
07-03-2016,1.211,67.18,1.26
08-03-2016,1.187,103.06,1.31
09-03-2016,1.219,91.76,1.32
10-03-2016,1.22,99.95,1.36
11-03-2016,1.219,58.51,1.39
12-03-2016,1.219,55.94,1.396666667
13-03-2016,1.219,64.32,1.403333333
14-03-2016,1.198,134.75,1.41
15-03-2016,1.181,132.5,1.42
16-03-2016,1.228,100.38,1.48
17-03-2016,1.248,79.67,1.51
18-03-2016,1.25,104.47,1.53
19-03-2016,1.25,40.49,1.523333333
20-03-2016,1.25,74.36,1.516666667
21-03-2016,1.241,112.46,1.51
22-03-2016,1.25,76.37,1.48
23-03-2016,1.205,245.38,1.46
24-03-2016,1.199,141.85,1.51
25-03-2016,1.199,186.76,1.5025
26-03-2016,1.199,101.59,1.495
27-03-2016,1.199,65.11,1.4875
28-03-2016,1.181,157.19,1.48
29-03-2016,1.162,168.96,1.54
30-03-2016,1.162,140.48,1.52
31-03-2016,1.176,131.28,1.5
01-04-2016,1.134,156.7,1.58
02-04-2016,1.134,88.5,1.576666667
03-04-2016,1.134,105.79,1.573333333
04-04-2016,1.074,113.14,1.57
05-04-2016,1.063,89.26,1.61
06-04-2016,1.127,101.51,1.64
07-04-2016,1.103,93.88,1.63
08-04-2016,1.186,46.48,1.58
09-04-2016,1.186,44.55,1.576666667
10-04-2016,1.186,69.59,1.573333333
11-04-2016,1.207,95.74,1.57
12-04-2016,1.275,79.82,1.565
13-04-2016,1.261,97.7,1.56
14-04-2016,1.256,96.78,1.61
15-04-2016,1.237,86.41,1.65
16-04-2016,1.237,55.64,1.64
17-04-2016,1.237,64.11,1.63
18-04-2016,1.246,52.3,1.62
19-04-2016,1.267,90.25,1.62
20-04-2016,1.331,93.18,1.64
21-04-2016,1.312,93.31,1.59
22-04-2016,1.314,76.72,1.59
23-04-2016,1.314,40.5,1.586666667
24-04-2016,1.314,86.98,1.583333333
25-04-2016,1.305,80.27,1.58
26-04-2016,1.337,80.3,1.58
27-04-2016,1.381,74.16,1.56
28-04-2016,1.395,105.86,1.57
29-04-2016,1.385,77.54,1.56
30-04-2016,1.385,71.84,1.56
01-05-2016,1.385,77.36,1.56
02-05-2016,1.356,99.32,1.56
03-05-2016,1.336,71.13,1.56
04-05-2016,1.337,104.37,1.57
05-05-2016,1.33,103.83,1.6
06-05-2016,1.334,79.37,1.62
07-05-2016,1.334,54.58,1.626666667
08-05-2016,1.334,22.33,1.633333333
09-05-2016,1.28,100.38,1.64
10-05-2016,1.34,72.8,1.64
11-05-2016,1.393,113.59,1.65
12-05-2016,1.391,101.36,1.67
13-05-2016,1.402,88.22,1.68
14-05-2016,1.402,45.95,1.693333333
15-05-2016,1.402,72.96,1.706666667
16-05-2016,1.441,66.87,1.72
17-05-2016,1.472,88.4,1.71
18-05-2016,1.477,92.4,1.68
19-05-2016,1.47,73.92,1.64
20-05-2016,1.49,115.9,1.63
21-05-2016,1.49,83.91,1.63
22-05-2016,1.49,104.17,1.63
23-05-2016,1.475,121.71,1.63
24-05-2016,1.5,86.68,1.61
25-05-2016,1.511,75.74,1.59
26-05-2016,1.494,68.92,1.62
27-05-2016,1.492,81.85,1.59
28-05-2016,1.492,62.5,1.5925
29-05-2016,1.492,44.97,1.595
30-05-2016,1.492,108.73,1.5975
31-05-2016,1.485,141.11,1.6
01-06-2016,1.503,100.84,1.58
02-06-2016,1.488,94.64,1.6
03-06-2016,1.482,144.2,1.61
04-06-2016,1.482,56.81,1.61
05-06-2016,1.482,63.55,1.61
06-06-2016,1.49,101.41,1.61
07-06-2016,1.535,79.22,1.56
08-06-2016,1.571,76.72,1.56
09-06-2016,1.546,61.34,1.54
10-06-2016,1.512,62.17,1.55
11-06-2016,1.512,44.44,1.56
12-06-2016,1.512,16.36,1.57
13-06-2016,1.503,93.31,1.58
14-06-2016,1.497,108.36,1.58
15-06-2016,1.467,129.71,1.58
16-06-2016,1.419,78.98,1.56
17-06-2016,1.481,99.29,1.54
18-06-2016,1.481,70.9,1.54
19-06-2016,1.481,103.75,1.54
20-06-2016,1.515,90.83,1.54
21-06-2016,1.502,116.32,1.54
22-06-2016,1.487,104.51,1.52
23-06-2016,1.517,106.86,1.54
24-06-2016,1.456,67.6,1.57
25-06-2016,1.456,54.5,1.576666667
26-06-2016,1.456,38.25,1.583333333
27-06-2016,1.418,109.87,1.59
28-06-2016,1.451,96.44,1.56
29-06-2016,1.513,151.01,1.52
30-06-2016,1.456,134.23,1.47
01-07-2016,1.496,112.06,1.45
02-07-2016,1.496,88.87,1.455
03-07-2016,1.496,102.72,1.46
04-07-2016,1.496,42.83,1.465
05-07-2016,1.431,98.28,1.47
06-07-2016,1.459,107.65,1.42
07-07-2016,1.397,141.48,1.42
08-07-2016,1.375,131.03,1.43
09-07-2016,1.375,109.12,1.43
10-07-2016,1.375,121.49,1.43
11-07-2016,1.373,90.25,1.43
12-07-2016,1.438,114.82,1.44
13-07-2016,1.438,57.69,1.5
14-07-2016,1.382,109.42,1.42
15-07-2016,1.376,91.61,1.34
16-07-2016,1.376,237.54,1.35
17-07-2016,1.376,188.21,1.36
18-07-2016,1.357,158.04,1.37
19-07-2016,1.36,190.25,1.4
20-07-2016,1.37,104.29,1.4
21-07-2016,1.337,146.57,1.43
22-07-2016,1.331,150.14,1.4225
23-07-2016,1.331,77.74,1.415
24-07-2016,1.331,104.02,1.4075
25-07-2016,1.282,100.57,1.4
26-07-2016,1.282,81.79,1.43
27-07-2016,1.278,99.43,1.43
28-07-2016,1.258,90.89,1.43
29-07-2016,1.262,107.76,1.42
30-07-2016,1.262,66.52,1.433333333
31-07-2016,1.262,49.32,1.446666667
01-08-2016,1.25,98.59,1.46
02-08-2016,1.226,126.3,1.45
03-08-2016,1.261,118.51,1.45
04-08-2016,1.305,154.44,1.49
05-08-2016,1.306,93.31,1.49
06-08-2016,1.306,45.01,1.473333333
07-08-2016,1.306,72.89,1.456666667
08-08-2016,1.325,116.03,1.44
09-08-2016,1.317,114.04,1.46
10-08-2016,1.295,116.23,1.52
11-08-2016,1.357,97.58,1.51
12-08-2016,1.39,112.61,1.5
13-08-2016,1.39,96.78,1.5
14-08-2016,1.39,87.17,1.5
15-08-2016,1.44,97.81,1.5
16-08-2016,1.452,95.12,1.49
17-08-2016,1.479,61.16,1.52
18-08-2016,1.514,118.66,1.49
19-08-2016,1.502,78.4,1.46
20-08-2016,1.502,55.85,1.453333333
21-08-2016,1.502,23.11,1.446666667
22-08-2016,1.472,84.6,1.44
23-08-2016,1.48,89.98,1.46
24-08-2016,1.473,139.23,1.47
25-08-2016,1.502,176.97,1.5
26-08-2016,1.487,80.3,1.51
27-08-2016,1.487,117.3,1.503333333
28-08-2016,1.487,71.82,1.496666667
29-08-2016,1.48,151.2,1.49
30-08-2016,1.464,79.75,1.44
31-08-2016,1.398,86.18,1.47
01-09-2016,1.377,72.01,1.44
02-09-2016,1.39,77.37,1.45
03-09-2016,1.39,81.9,1.4475
04-09-2016,1.39,86.49,1.445
05-09-2016,1.39,52.7,1.4425
06-09-2016,1.395,91.34,1.44
07-09-2016,1.41,91.87,1.47
08-09-2016,1.455,60.41,1.47
09-09-2016,1.414,116.91,1.48
10-09-2016,1.414,110.29,1.476666667
11-09-2016,1.414,93.09,1.473333333
12-09-2016,1.417,137.55,1.47
13-09-2016,1.409,122.26,1.48
14-09-2016,1.372,115.55,1.48
15-09-2016,1.394,99.24,1.49
16-09-2016,1.393,51.03,1.47
17-09-2016,1.393,66.84,1.466666667
18-09-2016,1.393,104.69,1.463333333
19-09-2016,1.394,255.73,1.46
20-09-2016,1.396,183.11,1.46
21-09-2016,1.427,162.74,1.47
22-09-2016,1.437,95.46,1.45
23-09-2016,1.399,100.25,1.47
24-09-2016,1.399,71.67,1.475
25-09-2016,1.399,52.46,1.48
26-09-2016,1.427,133.84,1.485
27-09-2016,1.398,83.86,1.49
28-09-2016,1.476,115.89,1.51
29-09-2016,1.502,104.66,1.52
30-09-2016,1.523,120.29,1.5
01-10-2016,1.523,47.72,1.503333333
02-10-2016,1.523,64.79,1.506666667
03-10-2016,1.545,64.84,1.51
04-10-2016,1.547,147.35,1.49
05-10-2016,1.57,119.91,1.49
06-10-2016,1.6,92.69,1.49
07-10-2016,1.572,25.32,1.51
08-10-2016,1.572,50.19,1.5075
09-10-2016,1.572,101.56,1.505
10-10-2016,1.572,90.02,1.5025
11-10-2016,1.581,85.38,1.5
12-10-2016,1.56,101.61,1.49
13-10-2016,1.563,112.54,1.51
14-10-2016,1.555,93.18,1.55
15-10-2016,1.555,60.45,1.556666667
16-10-2016,1.555,53.55,1.563333333
17-10-2016,1.545,128.76,1.57
18-10-2016,1.559,114.42,1.54
19-10-2016,1.576,112.2,1.52
20-10-2016,1.551,115.55,1.56
21-10-2016,1.566,78.98,1.54
22-10-2016,1.566,81.63,1.56
23-10-2016,1.566,79.82,1.58
24-10-2016,1.574,86.04,1.6
25-10-2016,1.565,71.3,1.63
26-10-2016,1.554,96.95,1.62
27-10-2016,1.563,99.09,1.62
28-10-2016,1.543,82.21,1.64
29-10-2016,1.543,66.84,1.636666667
30-10-2016,1.543,82.44,1.633333333
31-10-2016,1.484,63.81,1.63
01-11-2016,1.512,89.67,1.635
02-11-2016,1.472,77.04,1.64
03-11-2016,1.451,62.05,1.64
04-11-2016,1.426,48.22,1.63
05-11-2016,1.426,65.12,1.643333333
06-11-2016,1.426,69.66,1.656666667
07-11-2016,1.438,66.01,1.67
08-11-2016,1.428,89.67,1.68
09-11-2016,1.436,50.19,1.66
10-11-2016,1.416,71.24,1.68
11-11-2016,1.388,94.9,1.68
12-11-2016,1.388,39.58,1.68
13-11-2016,1.388,67.6,1.68
14-11-2016,1.379,153.25,1.68
15-11-2016,1.437,81.46,1.67
16-11-2016,1.421,106.86,1.66
17-11-2016,1.431,59.96,1.7
18-11-2016,1.449,92.14,1.71
19-11-2016,1.449,61.88,1.713333333
20-11-2016,1.449,52.58,1.716666667
21-11-2016,1.523,118.52,1.72
22-11-2016,1.527,100.06,1.73
23-11-2016,1.51,75.68,1.73
24-11-2016,1.51,67.72,1.725
25-11-2016,1.51,76.49,1.72
26-11-2016,1.51,83.14,1.713333333
27-11-2016,1.51,109.9,1.706666667
28-11-2016,1.501,111.2,1.7
29-11-2016,1.463,145.43,1.68
30-11-2016,1.556,120.17,1.68
01-12-2016,1.636,146.61,1.71
02-12-2016,1.65,64.86,1.73
03-12-2016,1.65,36.35,1.76
04-12-2016,1.65,22.95,1.79
05-12-2016,1.628,85.23,1.82
06-12-2016,1.604,68.57,1.88
07-12-2016,1.588,103.35,1.855
08-12-2016,1.596,75.4,1.83
09-12-2016,1.609,71.09,1.82
10-12-2016,1.609,62.59,1.823333333
11-12-2016,1.609,47.32,1.826666667
12-12-2016,1.646,95.5,1.83
13-12-2016,1.64,137.07,1.87
14-12-2016,1.614,110.95,1.9
15-12-2016,1.618,108.93,1.91
16-12-2016,1.65,107.92,1.9
17-12-2016,1.65,57.11,1.906666667
18-12-2016,1.65,81.59,1.913333333
19-12-2016,1.637,85.88,1.92
20-12-2016,1.643,114.64,1.905
21-12-2016,1.618,195.18,1.89
22-12-2016,1.643,125.22,1.85
23-12-2016,1.659,182.84,1.86
24-12-2016,1.659,100.55,1.88
